µ [1/h]	RANDOM_SINGLE_COFACTOR_53	RANDOM_WILDTYPE_62	RANDOM_FLEXIBLE_6	RANDOM_WILDTYPE_17	RANDOM_SINGLE_COFACTOR_30	RANDOM_WILDTYPE_48	RANDOM_WILDTYPE_84	RANDOM_SINGLE_COFACTOR_52	RANDOM_FLEXIBLE_44	RANDOM_FLEXIBLE_30	RANDOM_SINGLE_COFACTOR_45	RANDOM_WILDTYPE_73	RANDOM_FLEXIBLE_66	RANDOM_SINGLE_COFACTOR_59	RANDOM_SINGLE_COFACTOR_8	RANDOM_SINGLE_COFACTOR_19	RANDOM_SINGLE_COFACTOR_5	RANDOM_FLEXIBLE_87	RANDOM_FLEXIBLE_90	RANDOM_WILDTYPE_92	RANDOM_WILDTYPE_8	RANDOM_SINGLE_COFACTOR_68	RANDOM_SINGLE_COFACTOR_20	RANDOM_FLEXIBLE_43	RANDOM_WILDTYPE_50	RANDOM_SINGLE_COFACTOR_95	RANDOM_SINGLE_COFACTOR_17	RANDOM_WILDTYPE_83	RANDOM_SINGLE_COFACTOR_57	RANDOM_WILDTYPE_60	RANDOM_WILDTYPE_39	RANDOM_FLEXIBLE_37	RANDOM_FLEXIBLE_78	RANDOM_FLEXIBLE_62	RANDOM_SINGLE_COFACTOR_11	RANDOM_WILDTYPE_56	RANDOM_SINGLE_COFACTOR_60	RANDOM_WILDTYPE_47	RANDOM_WILDTYPE_95	RANDOM_SINGLE_COFACTOR_97	RANDOM_SINGLE_COFACTOR_22	RANDOM_FLEXIBLE_70	RANDOM_FLEXIBLE_73	RANDOM_FLEXIBLE_4	RANDOM_SINGLE_COFACTOR_3	RANDOM_FLEXIBLE_69	RANDOM_FLEXIBLE_61	RANDOM_WILDTYPE_57	RANDOM_WILDTYPE_36	RANDOM_FLEXIBLE_46	RANDOM_SINGLE_COFACTOR_86	RANDOM_WILDTYPE_69	RANDOM_WILDTYPE_5	RANDOM_WILDTYPE_21	RANDOM_SINGLE_COFACTOR_56	RANDOM_WILDTYPE_31	RANDOM_WILDTYPE_7	RANDOM_SINGLE_COFACTOR_42	RANDOM_FLEXIBLE_72	RANDOM_SINGLE_COFACTOR_0	RANDOM_SINGLE_COFACTOR_84	RANDOM_WILDTYPE_65	RANDOM_WILDTYPE_11	RANDOM_FLEXIBLE_42	RANDOM_WILDTYPE_0	RANDOM_FLEXIBLE_48	RANDOM_FLEXIBLE_96	RANDOM_FLEXIBLE_3	RANDOM_FLEXIBLE_99	RANDOM_FLEXIBLE_22	RANDOM_WILDTYPE_71	RANDOM_FLEXIBLE_71	RANDOM_FLEXIBLE_39	RANDOM_FLEXIBLE_9	RANDOM_FLEXIBLE_94	RANDOM_FLEXIBLE_51	RANDOM_SINGLE_COFACTOR_54	RANDOM_SINGLE_COFACTOR_94	RANDOM_WILDTYPE_6	RANDOM_SINGLE_COFACTOR_90	RANDOM_FLEXIBLE_16	RANDOM_FLEXIBLE_1	RANDOM_FLEXIBLE_88	RANDOM_SINGLE_COFACTOR_18	RANDOM_SINGLE_COFACTOR_66	RANDOM_SINGLE_COFACTOR_34	RANDOM_SINGLE_COFACTOR_75	RANDOM_SINGLE_COFACTOR_44	RANDOM_SINGLE_COFACTOR_71	RANDOM_FLEXIBLE_92	RANDOM_FLEXIBLE_80	RANDOM_SINGLE_COFACTOR_82	RANDOM_WILDTYPE_82	RANDOM_FLEXIBLE_0	RANDOM_FLEXIBLE_52	RANDOM_WILDTYPE_3	RANDOM_FLEXIBLE_85	RANDOM_FLEXIBLE_76	RANDOM_SINGLE_COFACTOR_31	RANDOM_SINGLE_COFACTOR_2	RANDOM_SINGLE_COFACTOR_70	RANDOM_WILDTYPE_19	RANDOM_SINGLE_COFACTOR_48	RANDOM_FLEXIBLE_10	SINGLE_COFACTOR	RANDOM_WILDTYPE_38	RANDOM_WILDTYPE_15	RANDOM_FLEXIBLE_14	RANDOM_SINGLE_COFACTOR_76	RANDOM_SINGLE_COFACTOR_35	RANDOM_WILDTYPE_9	RANDOM_FLEXIBLE_84	RANDOM_SINGLE_COFACTOR_41	RANDOM_WILDTYPE_81	RANDOM_WILDTYPE_10	RANDOM_WILDTYPE_80	RANDOM_WILDTYPE_61	RANDOM_WILDTYPE_24	RANDOM_WILDTYPE_54	RANDOM_WILDTYPE_68	RANDOM_FLEXIBLE_57	FLEXIBLE	RANDOM_SINGLE_COFACTOR_89	RANDOM_FLEXIBLE_13	RANDOM_FLEXIBLE_41	RANDOM_FLEXIBLE_45	RANDOM_WILDTYPE_45	RANDOM_SINGLE_COFACTOR_96	RANDOM_SINGLE_COFACTOR_12	RANDOM_FLEXIBLE_82	RANDOM_SINGLE_COFACTOR_62	RANDOM_FLEXIBLE_29	RANDOM_WILDTYPE_29	RANDOM_FLEXIBLE_54	RANDOM_WILDTYPE_75	RANDOM_FLEXIBLE_21	RANDOM_SINGLE_COFACTOR_23	RANDOM_WILDTYPE_74	RANDOM_FLEXIBLE_47	RANDOM_WILDTYPE_14	RANDOM_WILDTYPE_28	RANDOM_WILDTYPE_12	RANDOM_SINGLE_COFACTOR_28	RANDOM_FLEXIBLE_27	RANDOM_WILDTYPE_85	RANDOM_WILDTYPE_79	RANDOM_SINGLE_COFACTOR_69	RANDOM_WILDTYPE_22	RANDOM_WILDTYPE_26	RANDOM_SINGLE_COFACTOR_79	RANDOM_FLEXIBLE_59	RANDOM_SINGLE_COFACTOR_13	RANDOM_FLEXIBLE_75	RANDOM_FLEXIBLE_31	RANDOM_SINGLE_COFACTOR_73	RANDOM_SINGLE_COFACTOR_4	RANDOM_SINGLE_COFACTOR_14	RANDOM_SINGLE_COFACTOR_67	RANDOM_WILDTYPE_1	RANDOM_FLEXIBLE_68	RANDOM_SINGLE_COFACTOR_6	RANDOM_SINGLE_COFACTOR_43	RANDOM_WILDTYPE_58	RANDOM_WILDTYPE_23	RANDOM_SINGLE_COFACTOR_78	RANDOM_SINGLE_COFACTOR_27	RANDOM_SINGLE_COFACTOR_15	RANDOM_WILDTYPE_90	RANDOM_WILDTYPE_2	RANDOM_SINGLE_COFACTOR_36	RANDOM_SINGLE_COFACTOR_25	RANDOM_WILDTYPE_91	RANDOM_SINGLE_COFACTOR_16	RANDOM_WILDTYPE_43	RANDOM_SINGLE_COFACTOR_74	RANDOM_FLEXIBLE_64	RANDOM_WILDTYPE_67	RANDOM_FLEXIBLE_12	RANDOM_SINGLE_COFACTOR_61	RANDOM_WILDTYPE_42	RANDOM_FLEXIBLE_77	RANDOM_SINGLE_COFACTOR_93	RANDOM_WILDTYPE_70	RANDOM_FLEXIBLE_20	RANDOM_FLEXIBLE_67	RANDOM_SINGLE_COFACTOR_50	RANDOM_SINGLE_COFACTOR_81	RANDOM_FLEXIBLE_28	RANDOM_SINGLE_COFACTOR_92	RANDOM_FLEXIBLE_15	RANDOM_WILDTYPE_97	RANDOM_SINGLE_COFACTOR_55	RANDOM_SINGLE_COFACTOR_24	RANDOM_SINGLE_COFACTOR_33	RANDOM_FLEXIBLE_18	RANDOM_SINGLE_COFACTOR_58	RANDOM_SINGLE_COFACTOR_38	RANDOM_SINGLE_COFACTOR_88	RANDOM_FLEXIBLE_7	RANDOM_WILDTYPE_41	RANDOM_SINGLE_COFACTOR_29	RANDOM_SINGLE_COFACTOR_9	RANDOM_FLEXIBLE_5	RANDOM_FLEXIBLE_17	WILDTYPE	RANDOM_FLEXIBLE_11	RANDOM_SINGLE_COFACTOR_72	RANDOM_FLEXIBLE_63	RANDOM_WILDTYPE_27	RANDOM_FLEXIBLE_19	RANDOM_SINGLE_COFACTOR_98	RANDOM_SINGLE_COFACTOR_40	RANDOM_SINGLE_COFACTOR_37	RANDOM_FLEXIBLE_32	RANDOM_SINGLE_COFACTOR_63	RANDOM_FLEXIBLE_25	RANDOM_FLEXIBLE_2	RANDOM_WILDTYPE_77	RANDOM_WILDTYPE_51	RANDOM_WILDTYPE_76	RANDOM_FLEXIBLE_8	RANDOM_FLEXIBLE_40	RANDOM_SINGLE_COFACTOR_83	RANDOM_WILDTYPE_72	RANDOM_SINGLE_COFACTOR_46	RANDOM_WILDTYPE_93	RANDOM_SINGLE_COFACTOR_87	RANDOM_FLEXIBLE_98	RANDOM_WILDTYPE_94	RANDOM_FLEXIBLE_89	RANDOM_FLEXIBLE_86	RANDOM_FLEXIBLE_24	RANDOM_FLEXIBLE_95	RANDOM_FLEXIBLE_74	RANDOM_FLEXIBLE_91	RANDOM_WILDTYPE_30	RANDOM_FLEXIBLE_81	RANDOM_FLEXIBLE_58	RANDOM_SINGLE_COFACTOR_32	RANDOM_FLEXIBLE_60	RANDOM_SINGLE_COFACTOR_99	RANDOM_FLEXIBLE_38	RANDOM_FLEXIBLE_34	RANDOM_FLEXIBLE_56	RANDOM_WILDTYPE_4	RANDOM_WILDTYPE_88	RANDOM_SINGLE_COFACTOR_91	RANDOM_WILDTYPE_53	RANDOM_FLEXIBLE_33	RANDOM_WILDTYPE_18	RANDOM_SINGLE_COFACTOR_49	RANDOM_FLEXIBLE_93	RANDOM_FLEXIBLE_97	RANDOM_FLEXIBLE_65	RANDOM_FLEXIBLE_35	RANDOM_FLEXIBLE_36	RANDOM_SINGLE_COFACTOR_7	RANDOM_WILDTYPE_89	RANDOM_SINGLE_COFACTOR_77	RANDOM_WILDTYPE_40	RANDOM_FLEXIBLE_53	RANDOM_WILDTYPE_59	RANDOM_FLEXIBLE_83	RANDOM_WILDTYPE_49	RANDOM_WILDTYPE_37	RANDOM_WILDTYPE_33	RANDOM_SINGLE_COFACTOR_85	RANDOM_WILDTYPE_34	RANDOM_FLEXIBLE_79	RANDOM_WILDTYPE_13	RANDOM_FLEXIBLE_50	RANDOM_SINGLE_COFACTOR_10	RANDOM_WILDTYPE_44	RANDOM_SINGLE_COFACTOR_47	RANDOM_WILDTYPE_96	RANDOM_SINGLE_COFACTOR_21	RANDOM_WILDTYPE_98	RANDOM_WILDTYPE_78	RANDOM_WILDTYPE_16	RANDOM_WILDTYPE_25	RANDOM_SINGLE_COFACTOR_65	RANDOM_WILDTYPE_66	RANDOM_SINGLE_COFACTOR_39	RANDOM_WILDTYPE_99	RANDOM_SINGLE_COFACTOR_26	RANDOM_WILDTYPE_55	RANDOM_FLEXIBLE_55	RANDOM_WILDTYPE_87	RANDOM_WILDTYPE_46	RANDOM_WILDTYPE_52	RANDOM_FLEXIBLE_23	RANDOM_SINGLE_COFACTOR_1	RANDOM_WILDTYPE_32	RANDOM_WILDTYPE_86	RANDOM_SINGLE_COFACTOR_51	RANDOM_WILDTYPE_64	RANDOM_FLEXIBLE_26	RANDOM_SINGLE_COFACTOR_64	RANDOM_WILDTYPE_63	RANDOM_WILDTYPE_20	RANDOM_SINGLE_COFACTOR_80	RANDOM_FLEXIBLE_49	RANDOM_WILDTYPE_35
0,868	1,113	5,37	4,459	15,522	1,973	9,563	4,588	3,773	7,497	9,71	5,728	7,095	17,438	3,972	1,219	-1,279	4,659	10,01	9,924	1,134	3,627	7,929	2,932	15,562	15,085	4,74	8,749	7,875	2,617	6,586	9,615	8,438	12,605	5,37	2,763	11,234	2,967	10,197	13,892	3,825	3,416	7,813	7,095	5,106	-0,77	12,09	9,786	8,796	1,344	6,598	3,004	9,36	12,397	6,002	2,506	10,838	11,891	1,873	10,644	0,897	4,588	3,782	11,101	2,513	12,106	7,508	14,153	5,39	12,533	10,705	10,704	10,704	8,134	10,629	10,898	3,881	4,357	4,331	4,459	0,463	7,674	10,102	7,434	1,008	5,916	5,557	-1,116	1,337	2,946	10,866	15,283	2,657	10,823	9,801	9,321	8,519	6,058	14,461	2,732	-0,493	2,689	6,702	1,505	7,025	5,182	7,071	7,839	9,431	5,385	-2,382	10,565	4,588	8,458	10,94	7,025	13,969	10,278	7,204	10,574	10,095	18,244	12,327	2,111	1,154	11,546	13,896	13,896	6,09	-0,361	15,192	-0,604	9,621	9,621	10,574	1,469	6,002	-0,281	6,527	7,144	9,431	12,36	3,935	2,043	9,451	9,282	15,143	2,229	10,705	8,166	6,395	9,782	-0,396	1,469	8,709	3,024	-0,41	4,03	4,704	10,434	16,103	1,082	1,961	11,728	5,167	3,643	-0,279	-0,82	7,93	7,649	-0,899	3,299	12,144	4,621	11,262	1,207	9,301	10,82	3,935	4,39	2,513	11,361	-0,279	8,498	6,184	10,82	8,57	6,137	12,687	0,441	8,83	6,79	0,828	0,623	4,865	11,62	4,316	1,414	1,673	11,898	11,546	4,593	3,883	12,397	15,522	11,036	11,101	6,222	1,443	8,67	4,418	4,262	3,538	-0,619	9,83	-1,685	7,646	7,649	11,361	3,881	8,606	3,627	8,97	-0,337	10,644	2,147	3,794	6,0	7,122	9,419	9,158	7,271	7,204	13,892	10,748	11,85	9,71	12,871	10,209	0,183	6,586	5,078	9,277	13,377	11,234	4,396	7,434	2,414	8,216	12,622	6,236	3,45	3,794	6,79	7,703	-0,022	0,471	4,767	8,404	2,959	8,97	8,216	9,782	7,875	9,795	5,366	9,903	1,176	13,085	15,997	2,835	15,192	4,111	7,497	3,821	14,153	-0,815	7,122	11,313	7,674	7,646	0,315	14,702	3,12	12,533	-0,669	9,135	6,374	10,01	5,241	12,291	3,99	2,365	9,83	9,613	-1,645	9,301	8,166	2,903	1,443	6,184	5,015	12,091	3,418
0,818	4,354	19,027	19,276	23,09	10,135	18,054	20,551	8,345	13,197	26,034	8,543	20,924	19,116	8,61	7,245	1,147	11,026	22,783	25,658	13,213	17,253	9,612	6,417	28,626	27,743	9,875	9,144	12,006	10,02	20,339	19,867	20,787	16,155	24,468	5,034	23,035	9,509	18,152	21,903	4,645	8,169	16,969	24,086	23,179	0,418	21,02	19,804	18,244	9,465	15,527	10,944	20,089	21,925	21,111	9,431	20,014	17,319	5,485	24,434	3,774	10,42	14,269	12,297	18,855	15,555	20,008	19,633	8,519	16,692	21,384	16,948	16,948	20,428	22,532	22,74	22,698	6,484	10,252	18,745	7,256	19,77	14,497	22,391	5,904	10,446	7,778	4,801	2,87	6,068	26,267	20,612	10,245	19,929	15,555	17,68	8,519	18,9	23,189	8,385	4,388	5,384	12,026	9,017	25,301	6,648	15,185	12,226	15,709	9,749	4,509	21,831	22,628	14,105	18,813	24,811	19,665	17,86	17,734	19,15	18,893	20,701	18,565	8,478	17,989	26,408	20,558	20,558	8,829	5,693	19,929	8,945	21,94	20,694	22,182	14,518	22,143	4,596	14,848	18,152	15,709	18,117	18,191	9,042	14,091	17,303	24,656	6,694	20,21	11,583	10,38	19,058	7,525	14,518	20,014	8,951	7,861	5,239	7,188	14,497	21,378	7,858	8,494	19,933	13,137	5,418	3,235	4,187	18,252	15,351	4,252	5,708	23,062	10,669	21,383	3,257	22,394	18,542	18,376	5,72	18,018	27,562	7,915	16,969	19,589	18,542	14,846	8,645	18,117	8,141	12,226	19,36	4,869	5,889	9,147	21,411	9,178	4,368	6,789	17,319	19,169	8,867	9,801	25,13	25,467	18,565	13,429	9,914	18,157	12,584	12,026	8,514	6,638	5,246	16,232	5,779	12,493	17,969	23,832	20,435	17,47	18,539	21,983	3,988	19,374	4,901	17,53	12,387	23,467	20,331	21,891	21,693	17,734	24,17	14,848	23,72	22,292	21,08	19,933	6,513	21,95	6,81	15,185	16,739	25,082	15,635	18,787	8,349	15,173	23,089	16,757	10,869	20,453	21,088	14,971	15,815	9,465	7,436	19,369	11,246	18,445	15,173	19,058	19,457	18,152	15,241	21,186	5,456	16,739	25,727	17,989	27,743	11,462	13,197	6,85	17,653	7,255	22,639	16,155	17,697	12,493	4,402	19,116	8,922	16,692	6,166	16,192	18,844	22,783	14,556	16,168	14,505	6,374	15,355	16,402	7,607	16,544	11,583	6,266	18,157	19,589	7,68	18,152	15,815
0,768	7,542	14,505	30,48	26,479	15,691	25,569	26,201	10,935	19,095	33,643	9,534	22,43	19,116	8,61	15,735	9,375	11,026	22,783	29,798	13,213	18,041	10,825	12,79	28,626	30,495	11,7	15,118	21,257	10,536	21,95	20,428	21,817	24,908	14,505	10,209	23,035	10,648	13,203	26,129	11,255	11,345	24,83	29,041	23,179	8,027	23,11	29,848	20,811	18,068	27,383	12,675	20,089	25,13	21,111	11,892	20,014	11,898	13,323	28,36	9,806	18,41	15,815	21,108	30,503	20,662	28,714	14,153	24,728	30,932	29,895	16,948	16,948	20,428	22,532	29,194	30,502	9,832	13,479	24,054	10,4	19,77	24,799	22,391	5,904	10,446	9,29	13,511	7,946	6,068	33,631	34,978	12,258	23,528	27,618	30,925	19,733	28,427	31,37	8,385	11,851	11,112	19,15	9,017	26,074	13,525	18,124	20,727	31,174	13,84	4,509	22,157	33,818	8,458	23,516	26,074	22,775	20,972	22,099	22,784	20,546	26,058	29,014	10,926	27,887	11,546	21,508	21,508	5,937	10,217	25,556	3,45	24,612	24,612	24,195	22,874	30,779	9,393	14,848	13,203	27,651	25,378	21,145	12,256	28,685	18,646	25,905	7,739	21,518	21,761	14,825	19,058	12,474	31,937	20,014	10,418	7,861	12,972	15,483	24,799	21,378	11,665	8,494	23,444	13,137	9,386	8,77	5,54	19,652	20,835	6,523	11,243	16,409	10,669	21,383	3,257	35,272	22,195	28,88	11,767	25,504	27,934	7,915	24,83	28,787	36,363	18,398	13,191	31,525	12,015	20,727	24,791	7,31	8,071	10,801	21,411	13,207	10,128	9,152	11,898	11,546	12,088	9,835	25,13	32,672	22,926	27,188	13,084	20,031	21,559	28,483	15,536	10,044	5,76	15,031	6,717	28,382	32,24	23,979	20,435	17,47	33,873	21,983	10,534	22,924	10,829	17,596	12,387	30,891	20,477	26,787	26,613	22,099	28,63	14,848	16,409	24,032	28,957	27,992	6,322	21,95	13,059	26,705	16,739	30,006	23,069	21,05	4,593	21,113	24,494	16,757	8,834	29,373	32,986	28,792	15,815	21,542	7,436	19,369	11,246	20,083	26,179	19,058	29,827	12,091	15,241	21,442	11,304	16,739	32,857	25,92	34,847	13,308	19,095	6,769	14,153	11,574	26,146	21,952	19,77	26,043	9,57	19,116	9,267	23,663	8,036	19,846	26,385	22,783	17,126	22,331	24,1	12,172	15,031	22,756	11,665	22,248	28,455	12,68	19,733	26,341	14,863	12,091	15,815
0,718	7,542	18,0	30,48	29,798	15,691	25,837	26,201	10,935	19,095	36,169	9,534	22,702	19,116	8,61	15,735	9,375	11,026	22,783	29,798	13,213	18,041	10,825	13,921	28,626	30,495	13,238	15,118	21,257	10,536	21,95	20,428	21,817	24,908	24,468	10,209	23,035	10,648	13,203	26,129	11,255	11,345	24,83	29,041	24,9	8,027	23,11	29,848	20,811	18,068	27,383	12,675	20,089	25,13	21,111	11,892	24,267	16,812	13,323	28,36	9,806	18,41	15,815	21,32	30,503	20,662	28,714	21,547	24,728	30,932	29,895	16,948	16,948	20,428	22,532	29,194	30,502	11,078	13,479	24,224	10,4	19,77	24,799	22,391	5,904	10,446	9,29	13,511	7,946	6,068	34,014	34,978	13,058	23,528	27,618	32,004	19,733	28,427	31,37	12,747	11,851	11,669	19,15	11,497	26,074	13,525	18,124	20,727	31,174	13,84	4,509	22,157	33,818	8,998	23,516	26,074	22,775	20,972	22,099	22,784	20,546	26,058	29,014	10,926	27,887	15,599	21,508	21,508	9,634	10,217	25,556	8,432	24,612	24,612	24,195	22,874	30,779	9,393	14,848	13,203	27,651	26,314	21,145	12,697	28,685	18,646	25,905	7,739	21,518	22,843	14,825	19,058	12,888	31,937	29,315	11,519	9,766	12,972	15,483	24,799	21,378	12,815	8,494	27,148	13,137	9,386	9,12	8,437	19,652	20,835	11,656	15,054	16,409	10,669	21,383	3,257	36,803	22,195	28,88	11,767	25,504	27,934	12,78	24,83	28,787	36,983	18,398	13,489	31,525	12,015	20,727	26,408	9,01	8,071	10,801	21,411	13,207	10,128	9,152	16,812	12,626	12,088	9,835	25,13	32,672	22,926	27,188	13,084	20,031	21,559	28,483	15,536	10,044	5,76	21,868	6,717	28,89	32,895	23,979	20,435	17,47	33,873	21,983	10,534	22,924	10,829	17,938	12,387	30,891	20,477	26,787	26,613	22,099	28,63	14,848	16,409	24,032	28,957	27,992	9,741	21,95	14,2	26,705	16,739	30,006	23,932	21,05	4,593	21,113	24,494	16,757	11,768	29,373	32,986	28,792	15,815	28,57	9,893	19,369	11,246	20,083	26,179	19,058	30,056	17,959	15,241	21,442	11,304	16,739	32,857	25,92	34,847	13,636	19,095	6,769	19,633	11,574	26,522	21,952	19,77	26,043	9,57	19,116	9,267	28,129	14,974	19,846	26,385	22,783	17,126	22,331	24,1	12,172	15,066	24,434	11,665	23,061	29,199	12,68	19,733	26,894	14,863	17,959	15,815
0,668	13,335	18,0	30,48	29,798	17,119	30,448	26,201	19,367	19,095	37,146	9,534	22,702	19,116	8,61	16,343	9,375	11,026	22,783	29,798	13,213	18,041	10,825	14,234	28,626	30,495	13,238	17,324	21,257	13,365	21,95	20,428	21,817	28,415	24,468	13,595	23,035	10,648	22,439	26,416	16,923	13,012	24,83	32,266	24,899	12,919	23,11	29,848	21,016	20,098	34,47	13,534	20,089	25,13	21,111	11,892	25,478	16,812	17,762	28,36	9,806	19,559	15,815	21,32	34,29	20,662	31,915	21,547	33,522	30,932	29,895	16,948	16,948	20,428	22,532	29,194	30,502	11,168	13,479	24,224	10,4	19,77	24,799	22,391	5,904	10,446	9,29	13,511	7,946	6,068	34,93	34,978	13,735	23,991	27,618	38,121	19,733	28,427	31,37	15,449	11,851	12,654	19,15	17,451	26,074	13,525	18,124	20,727	31,847	13,84	4,509	22,157	33,818	15,144	23,77	26,074	22,775	20,972	22,099	23,414	20,546	26,058	29,014	10,926	31,919	24,918	21,508	21,508	9,634	11,88	25,556	8,432	24,612	24,612	24,195	22,874	30,779	9,803	14,848	26,555	27,821	26,314	21,145	15,746	28,962	18,646	25,905	7,739	21,518	24,981	14,825	19,058	14,491	31,937	34,143	15,609	9,766	15,238	17,785	24,799	21,378	14,093	8,494	27,148	13,137	11,548	10,671	8,437	19,652	20,835	14,732	15,054	23,699	10,669	21,383	3,257	39,681	22,195	28,88	14,42	25,55	27,934	14,146	24,83	28,787	36,983	18,398	16,166	31,525	12,473	20,727	26,408	10,833	8,071	10,801	21,411	13,207	16,084	9,152	16,812	21,05	12,088	9,835	25,13	32,672	22,926	30,551	15,08	20,031	21,559	28,483	16,147	10,044	5,76	21,868	6,717	28,89	32,895	23,979	20,435	17,47	33,873	21,983	11,168	22,924	16,083	17,938	12,387	30,891	20,477	26,787	26,872	22,099	28,63	14,848	32,573	24,032	28,957	27,992	9,741	21,95	15,488	38,617	16,739	30,006	24,9	21,05	12,675	24,372	24,494	16,757	11,768	29,373	32,986	28,792	15,815	30,426	9,893	19,369	11,246	20,083	26,179	19,058	31,322	17,959	15,241	21,442	12,361	16,739	32,857	25,92	34,847	13,636	19,095	13,445	21,44	11,574	26,522	22,157	19,77	28,43	11,664	19,116	9,267	28,129	14,974	20,1	26,385	22,783	17,126	22,868	24,92	13,557	21,868	24,434	11,665	23,456	29,199	21,384	19,733	26,894	14,863	17,959	15,815
0,618	13,335	18,0	30,48	30,567	17,119	30,448	26,201	19,367	19,095	40,002	9,534	22,702	19,116	8,61	16,343	9,375	11,026	22,783	29,798	13,213	18,041	10,825	14,234	28,626	30,495	13,238	17,324	21,257	13,365	21,95	20,428	21,817	28,415	24,468	13,595	23,035	10,648	22,439	26,416	16,923	13,012	24,83	32,266	24,9	12,919	23,11	29,848	21,016	20,098	34,47	13,534	20,089	25,13	21,111	11,892	25,478	16,812	17,762	28,36	9,806	19,559	15,815	21,32	34,29	20,662	31,915	21,547	33,522	30,932	29,895	16,948	16,948	20,428	22,532	29,194	30,502	11,168	13,479	24,224	10,4	19,77	24,799	22,391	5,904	10,446	9,29	13,511	7,946	6,068	34,93	34,978	13,735	23,991	27,618	38,121	19,733	28,427	31,37	15,449	11,851	12,654	19,15	17,451	26,074	13,525	18,124	20,727	31,847	13,84	4,509	22,157	33,818	15,144	23,77	26,074	22,775	20,972	22,099	23,414	20,546	26,058	29,014	10,926	31,919	24,918	21,508	21,508	9,634	11,88	25,556	8,432	24,612	24,612	24,195	22,874	30,779	9,803	14,848	26,555	27,821	27,2	21,145	15,746	28,962	18,646	25,905	7,739	21,518	24,981	14,825	19,058	14,491	31,937	34,143	15,609	9,766	15,238	17,785	24,799	21,378	14,093	8,494	27,148	13,137	11,548	10,671	8,437	19,652	20,835	14,732	15,054	23,699	10,669	21,383	3,257	39,681	22,195	28,88	14,42	25,55	27,934	14,146	24,83	28,787	36,983	18,398	16,166	31,525	12,473	20,727	28,786	10,833	8,071	10,801	21,411	13,207	16,084	9,152	16,812	21,05	12,088	9,835	25,13	32,672	22,926	30,551	15,08	20,031	21,559	28,483	16,147	10,044	5,76	21,868	6,717	28,89	32,895	23,979	20,435	17,47	33,873	21,983	11,168	22,924	16,083	17,938	12,387	30,891	20,477	26,787	26,872	22,099	28,63	14,848	32,573	24,032	28,957	27,992	9,741	21,95	15,488	38,617	16,739	30,006	24,9	21,05	12,675	24,372	24,494	16,757	11,768	29,373	32,986	28,792	15,815	30,426	9,893	19,369	11,246	20,083	26,179	19,058	31,322	17,959	15,241	21,442	12,361	16,739	32,857	25,92	34,847	13,636	19,095	13,445	21,44	11,574	26,522	22,157	19,77	28,43	11,664	19,116	9,267	29,155	14,974	20,1	26,385	22,783	17,126	22,868	24,92	13,557	21,868	24,434	11,665	23,456	29,199	21,384	19,733	27,391	14,863	17,959	15,815
0,568	13,335	18,0	30,48	30,567	17,119	30,448	26,201	19,367	19,095	40,002	9,534	22,702	19,116	8,61	16,343	9,375	11,026	22,783	29,798	13,213	18,041	10,825	14,234	28,626	30,495	13,238	17,324	21,257	13,365	21,95	20,428	21,817	28,415	24,468	13,595	23,035	10,648	22,439	26,416	16,923	13,012	24,83	32,266	24,9	12,919	23,11	29,848	21,016	20,098	34,47	13,534	20,089	25,13	21,111	11,892	25,478	16,812	17,762	28,36	9,806	19,559	15,815	21,32	34,29	20,662	31,915	21,547	33,522	30,932	29,895	16,948	16,948	20,428	22,532	29,194	30,502	11,168	13,479	24,224	10,4	19,77	24,799	22,391	5,904	10,446	9,29	13,511	7,946	6,068	34,93	34,978	13,735	23,991	27,618	38,121	19,733	28,427	31,37	15,449	11,851	12,654	19,15	17,451	26,074	13,525	18,124	20,727	31,847	13,84	4,509	22,157	33,818	15,144	23,77	26,074	22,775	20,972	22,099	23,414	20,546	26,058	29,014	10,926	31,919	24,918	21,508	21,508	9,634	11,88	25,556	8,432	24,612	24,612	24,195	22,874	30,779	9,803	14,848	26,555	27,821	27,2	21,145	15,746	28,962	18,646	25,905	7,739	21,518	24,981	14,825	19,058	14,491	31,937	34,143	15,609	9,766	15,238	17,785	24,799	21,378	14,093	8,494	27,148	13,137	11,548	10,671	8,437	19,652	20,835	14,732	15,054	23,699	10,669	21,383	3,257	39,681	22,195	28,88	14,42	25,55	27,934	14,146	24,83	28,787	36,983	18,398	16,166	31,525	12,473	20,727	28,786	10,833	8,071	10,801	21,411	13,207	16,084	9,152	16,812	21,05	12,088	9,835	25,13	32,672	22,926	30,551	15,08	20,031	21,559	28,483	16,147	10,044	5,76	21,868	6,717	28,89	32,895	23,979	20,435	17,47	33,873	21,983	11,168	22,924	16,083	17,938	12,387	30,891	20,477	26,787	26,872	22,099	28,63	14,848	32,573	24,032	28,957	27,992	9,741	21,95	15,488	38,617	16,739	30,006	24,9	21,05	12,675	24,372	24,494	16,757	11,768	29,373	32,986	28,792	15,815	30,426	9,893	19,369	11,246	20,083	26,179	19,058	31,322	17,959	15,241	21,442	12,361	16,739	32,857	25,92	34,847	13,636	19,095	13,445	21,44	11,574	26,522	22,157	19,77	28,43	11,664	19,116	9,267	29,155	14,974	20,1	26,385	22,783	17,126	22,868	24,92	13,557	21,868	24,434	11,665	23,456	29,199	21,384	19,733	27,391	14,863	17,959	15,815
