µ [1/h]	RANDOM_FLEXIBLE_64	RANDOM_SINGLE_COFACTOR_45	RANDOM_SINGLE_COFACTOR_23	RANDOM_WILDTYPE_79	RANDOM_FLEXIBLE_58	RANDOM_SINGLE_COFACTOR_89	RANDOM_SINGLE_COFACTOR_84	RANDOM_FLEXIBLE_41	RANDOM_WILDTYPE_91	RANDOM_FLEXIBLE_72	RANDOM_SINGLE_COFACTOR_85	RANDOM_SINGLE_COFACTOR_46	RANDOM_WILDTYPE_65	RANDOM_SINGLE_COFACTOR_49	RANDOM_FLEXIBLE_56	RANDOM_SINGLE_COFACTOR_54	RANDOM_SINGLE_COFACTOR_7	RANDOM_WILDTYPE_87	RANDOM_WILDTYPE_54	RANDOM_WILDTYPE_94	RANDOM_FLEXIBLE_13	RANDOM_FLEXIBLE_18	RANDOM_WILDTYPE_49	RANDOM_SINGLE_COFACTOR_65	RANDOM_WILDTYPE_97	RANDOM_SINGLE_COFACTOR_29	RANDOM_FLEXIBLE_61	RANDOM_SINGLE_COFACTOR_47	RANDOM_FLEXIBLE_69	RANDOM_SINGLE_COFACTOR_96	RANDOM_WILDTYPE_25	RANDOM_WILDTYPE_17	RANDOM_WILDTYPE_4	RANDOM_WILDTYPE_16	RANDOM_FLEXIBLE_46	RANDOM_WILDTYPE_48	RANDOM_WILDTYPE_98	RANDOM_WILDTYPE_89	RANDOM_SINGLE_COFACTOR_58	RANDOM_WILDTYPE_1	RANDOM_FLEXIBLE_71	RANDOM_SINGLE_COFACTOR_17	RANDOM_SINGLE_COFACTOR_66	RANDOM_WILDTYPE_83	RANDOM_WILDTYPE_40	RANDOM_WILDTYPE_35	RANDOM_SINGLE_COFACTOR_82	RANDOM_SINGLE_COFACTOR_31	RANDOM_FLEXIBLE_37	RANDOM_WILDTYPE_10	RANDOM_WILDTYPE_45	RANDOM_FLEXIBLE_70	RANDOM_WILDTYPE_59	RANDOM_SINGLE_COFACTOR_20	RANDOM_WILDTYPE_11	RANDOM_FLEXIBLE_62	RANDOM_FLEXIBLE_99	RANDOM_WILDTYPE_26	RANDOM_SINGLE_COFACTOR_35	RANDOM_FLEXIBLE_79	RANDOM_SINGLE_COFACTOR_68	RANDOM_WILDTYPE_63	RANDOM_WILDTYPE_19	RANDOM_SINGLE_COFACTOR_72	RANDOM_SINGLE_COFACTOR_2	RANDOM_SINGLE_COFACTOR_21	RANDOM_SINGLE_COFACTOR_14	RANDOM_SINGLE_COFACTOR_4	RANDOM_FLEXIBLE_76	RANDOM_FLEXIBLE_49	RANDOM_SINGLE_COFACTOR_80	RANDOM_SINGLE_COFACTOR_69	RANDOM_SINGLE_COFACTOR_5	RANDOM_FLEXIBLE_81	RANDOM_FLEXIBLE_84	RANDOM_FLEXIBLE_87	RANDOM_FLEXIBLE_45	RANDOM_WILDTYPE_22	RANDOM_WILDTYPE_92	RANDOM_FLEXIBLE_90	RANDOM_WILDTYPE_32	RANDOM_FLEXIBLE_24	RANDOM_FLEXIBLE_20	RANDOM_FLEXIBLE_52	RANDOM_FLEXIBLE_1	RANDOM_FLEXIBLE_98	RANDOM_WILDTYPE_3	RANDOM_SINGLE_COFACTOR_50	RANDOM_WILDTYPE_90	RANDOM_FLEXIBLE_30	RANDOM_FLEXIBLE_34	RANDOM_FLEXIBLE_4	RANDOM_SINGLE_COFACTOR_99	RANDOM_WILDTYPE_42	RANDOM_WILDTYPE_96	RANDOM_WILDTYPE_2	RANDOM_WILDTYPE_66	RANDOM_SINGLE_COFACTOR_13	RANDOM_WILDTYPE_31	RANDOM_FLEXIBLE_93	RANDOM_FLEXIBLE_39	RANDOM_FLEXIBLE_22	RANDOM_FLEXIBLE_80	RANDOM_FLEXIBLE_89	RANDOM_SINGLE_COFACTOR_79	RANDOM_SINGLE_COFACTOR_40	RANDOM_WILDTYPE_95	RANDOM_SINGLE_COFACTOR_77	RANDOM_FLEXIBLE_68	RANDOM_WILDTYPE_13	RANDOM_SINGLE_COFACTOR_59	RANDOM_FLEXIBLE_63	RANDOM_WILDTYPE_21	RANDOM_FLEXIBLE_66	RANDOM_SINGLE_COFACTOR_55	RANDOM_SINGLE_COFACTOR_94	RANDOM_WILDTYPE_39	RANDOM_WILDTYPE_86	RANDOM_SINGLE_COFACTOR_88	RANDOM_FLEXIBLE_67	RANDOM_WILDTYPE_74	RANDOM_WILDTYPE_46	RANDOM_WILDTYPE_70	RANDOM_FLEXIBLE_3	RANDOM_SINGLE_COFACTOR_64	RANDOM_SINGLE_COFACTOR_53	RANDOM_FLEXIBLE_14	RANDOM_WILDTYPE_82	RANDOM_SINGLE_COFACTOR_32	RANDOM_SINGLE_COFACTOR_3	RANDOM_WILDTYPE_38	RANDOM_WILDTYPE_12	RANDOM_WILDTYPE_30	RANDOM_FLEXIBLE_7	RANDOM_WILDTYPE_9	RANDOM_FLEXIBLE_32	RANDOM_FLEXIBLE_54	RANDOM_WILDTYPE_73	RANDOM_WILDTYPE_58	RANDOM_FLEXIBLE_12	RANDOM_SINGLE_COFACTOR_73	RANDOM_SINGLE_COFACTOR_67	RANDOM_SINGLE_COFACTOR_24	RANDOM_FLEXIBLE_59	RANDOM_FLEXIBLE_19	RANDOM_SINGLE_COFACTOR_26	RANDOM_SINGLE_COFACTOR_9	RANDOM_WILDTYPE_23	RANDOM_FLEXIBLE_73	RANDOM_FLEXIBLE_75	RANDOM_FLEXIBLE_95	RANDOM_WILDTYPE_15	RANDOM_FLEXIBLE_5	RANDOM_FLEXIBLE_55	RANDOM_WILDTYPE_55	RANDOM_SINGLE_COFACTOR_91	RANDOM_SINGLE_COFACTOR_15	RANDOM_WILDTYPE_0	RANDOM_FLEXIBLE_78	RANDOM_SINGLE_COFACTOR_81	RANDOM_SINGLE_COFACTOR_18	RANDOM_FLEXIBLE_17	RANDOM_WILDTYPE_78	RANDOM_WILDTYPE_80	RANDOM_FLEXIBLE_42	RANDOM_WILDTYPE_64	RANDOM_FLEXIBLE_86	RANDOM_FLEXIBLE_25	RANDOM_SINGLE_COFACTOR_71	RANDOM_FLEXIBLE_33	RANDOM_WILDTYPE_43	RANDOM_WILDTYPE_44	RANDOM_WILDTYPE_75	RANDOM_FLEXIBLE_91	RANDOM_WILDTYPE_81	RANDOM_FLEXIBLE_11	RANDOM_SINGLE_COFACTOR_51	RANDOM_FLEXIBLE_29	RANDOM_FLEXIBLE_85	RANDOM_WILDTYPE_20	RANDOM_WILDTYPE_53	RANDOM_FLEXIBLE_88	RANDOM_WILDTYPE_76	RANDOM_FLEXIBLE_0	RANDOM_WILDTYPE_71	RANDOM_WILDTYPE_37	RANDOM_FLEXIBLE_92	RANDOM_FLEXIBLE_31	RANDOM_SINGLE_COFACTOR_37	RANDOM_SINGLE_COFACTOR_83	RANDOM_SINGLE_COFACTOR_44	RANDOM_SINGLE_COFACTOR_98	RANDOM_SINGLE_COFACTOR_97	RANDOM_FLEXIBLE_8	RANDOM_SINGLE_COFACTOR_76	RANDOM_WILDTYPE_6	WILDTYPE	RANDOM_WILDTYPE_28	RANDOM_WILDTYPE_56	RANDOM_WILDTYPE_93	RANDOM_FLEXIBLE_57	RANDOM_SINGLE_COFACTOR_28	RANDOM_FLEXIBLE_21	RANDOM_FLEXIBLE_83	RANDOM_WILDTYPE_34	RANDOM_SINGLE_COFACTOR_12	RANDOM_WILDTYPE_67	RANDOM_SINGLE_COFACTOR_63	RANDOM_WILDTYPE_77	RANDOM_WILDTYPE_84	RANDOM_SINGLE_COFACTOR_74	RANDOM_FLEXIBLE_53	RANDOM_SINGLE_COFACTOR_11	RANDOM_SINGLE_COFACTOR_41	RANDOM_WILDTYPE_14	RANDOM_SINGLE_COFACTOR_78	RANDOM_WILDTYPE_7	RANDOM_SINGLE_COFACTOR_0	RANDOM_WILDTYPE_29	RANDOM_WILDTYPE_69	RANDOM_FLEXIBLE_48	RANDOM_SINGLE_COFACTOR_62	RANDOM_SINGLE_COFACTOR_25	RANDOM_FLEXIBLE_6	RANDOM_FLEXIBLE_96	RANDOM_SINGLE_COFACTOR_75	RANDOM_WILDTYPE_62	RANDOM_SINGLE_COFACTOR_87	RANDOM_WILDTYPE_68	RANDOM_WILDTYPE_99	FLEXIBLE	RANDOM_SINGLE_COFACTOR_38	RANDOM_WILDTYPE_61	RANDOM_FLEXIBLE_28	RANDOM_WILDTYPE_47	RANDOM_FLEXIBLE_82	RANDOM_WILDTYPE_57	RANDOM_SINGLE_COFACTOR_57	RANDOM_SINGLE_COFACTOR_16	RANDOM_FLEXIBLE_10	RANDOM_SINGLE_COFACTOR_52	RANDOM_SINGLE_COFACTOR_61	RANDOM_WILDTYPE_51	RANDOM_FLEXIBLE_2	RANDOM_FLEXIBLE_16	RANDOM_SINGLE_COFACTOR_33	RANDOM_FLEXIBLE_60	RANDOM_SINGLE_COFACTOR_48	RANDOM_WILDTYPE_27	RANDOM_SINGLE_COFACTOR_34	RANDOM_FLEXIBLE_65	RANDOM_SINGLE_COFACTOR_30	RANDOM_SINGLE_COFACTOR_22	RANDOM_SINGLE_COFACTOR_1	RANDOM_FLEXIBLE_74	RANDOM_FLEXIBLE_9	RANDOM_SINGLE_COFACTOR_60	RANDOM_FLEXIBLE_51	RANDOM_SINGLE_COFACTOR_8	RANDOM_FLEXIBLE_36	RANDOM_SINGLE_COFACTOR_56	RANDOM_SINGLE_COFACTOR_27	RANDOM_WILDTYPE_72	RANDOM_WILDTYPE_41	RANDOM_SINGLE_COFACTOR_10	RANDOM_WILDTYPE_50	RANDOM_FLEXIBLE_23	RANDOM_SINGLE_COFACTOR_36	RANDOM_FLEXIBLE_43	RANDOM_FLEXIBLE_38	RANDOM_SINGLE_COFACTOR_90	RANDOM_FLEXIBLE_97	RANDOM_SINGLE_COFACTOR_6	RANDOM_FLEXIBLE_47	RANDOM_WILDTYPE_60	RANDOM_SINGLE_COFACTOR_70	RANDOM_WILDTYPE_52	RANDOM_FLEXIBLE_77	RANDOM_WILDTYPE_33	RANDOM_WILDTYPE_85	RANDOM_SINGLE_COFACTOR_42	RANDOM_FLEXIBLE_26	SINGLE_COFACTOR	RANDOM_SINGLE_COFACTOR_92	RANDOM_WILDTYPE_88	RANDOM_WILDTYPE_8	RANDOM_FLEXIBLE_15	RANDOM_SINGLE_COFACTOR_43	RANDOM_FLEXIBLE_35	RANDOM_SINGLE_COFACTOR_39	RANDOM_WILDTYPE_18	RANDOM_FLEXIBLE_50	RANDOM_SINGLE_COFACTOR_95	RANDOM_WILDTYPE_36	RANDOM_SINGLE_COFACTOR_19	RANDOM_FLEXIBLE_40	RANDOM_SINGLE_COFACTOR_86	RANDOM_FLEXIBLE_94	RANDOM_WILDTYPE_24	RANDOM_WILDTYPE_5	RANDOM_SINGLE_COFACTOR_93	RANDOM_FLEXIBLE_44	RANDOM_FLEXIBLE_27
0,868	5,871	-1,854	-0,258	11,942	17,997	-0,382	-2,247	16,858	13,129	15,621	-0,986	-1,293	12,6	-2,03	14,58	1,218	0,885	14,023	13,843	13,924	21,727	14,357	8,296	-1,175	12,438	-0,161	19,715	-1,851	16,809	-2,401	12,375	12,302	12,658	12,67	13,494	12,756	10,544	12,989	-0,404	12,764	11,159	0,612	0,087	10,115	10,882	16,939	-0,833	2,7	15,28	11,928	9,373	13,936	14,44	-0,179	12,169	18,123	13,747	11,056	1,454	17,551	2,972	11,293	10,956	0,583	-0,605	-2,255	-1,798	-0,303	14,191	8,884	-1,23	-2,081	2,562	18,036	7,707	21,419	9,373	16,001	12,701	19,424	14,549	13,99	20,413	12,293	19,309	15,339	9,805	-1,204	11,855	15,555	10,608	17,874	-1,814	13,979	8,279	13,471	10,266	-0,17	17,82	18,205	15,057	21,571	18,627	16,562	1,642	-1,86	15,284	1,098	15,001	13,588	-0,708	13,666	9,029	11,925	-1,641	2,562	13,506	16,796	-0,062	16,189	14,667	10,33	12,739	11,564	-1,115	-0,197	16,609	12,987	-0,08	-1,42	13,001	10,815	9,82	13,697	8,703	17,634	20,77	9,958	12,646	15,448	-2,135	-2,098	-0,81	18,197	12,052	-0,35	2,372	12,678	12,487	15,535	18,905	11,126	17,395	9,473	9,246	2,026	-1,693	12,068	22,677	0,092	1,207	13,133	14,287	13,715	17,024	5,871	17,402	17,107	-1,606	6,51	8,973	11,445	11,803	17,911	11,321	17,053	-1,516	15,021	14,415	14,178	10,617	19,769	9,579	16,699	9,24	11,611	15,605	23,79	-1,129	-0,936	1,964	-2,08	-0,775	10,192	-2,483	13,841	13,314	14,566	13,142	11,55	9,751	1,272	13,391	16,062	10,608	1,489	9,651	-1,215	14,252	6,585	2,896	13,411	1,351	-1,155	9,203	1,854	13,697	0,799	12,195	11,614	18,898	-0,765	-0,343	20,044	9,194	-1,07	11,264	1,655	15,001	9,857	18,619	2,94	12,843	18,266	11,744	19,943	9,751	-0,898	-0,633	11,928	-2,505	-0,042	12,153	13,471	14,692	-3,863	15,722	0,084	12,101	-2,499	17,175	-1,48	1,806	-0,321	17,097	8,703	-0,375	19,209	-0,119	16,482	-1,056	-0,904	14,643	12,133	-0,614	10,935	13,482	-1,234	9,117	16,913	-0,575	17,842	0,512	14,195	15,512	-1,126	8,774	14,611	6,51	12,076	-0,466	11,54	0,174	-0,781	13,323	10,192	11,126	-1,946	23,047	-0,25	14,357	18,366	0,483	10,095	-1,026	10,882	4,935	18,409	13,726	16,388	-1,284	18,458	19,509
0,818	29,513	4,49	7,139	22,557	27,753	3,312	-0,119	25,873	17,911	30,974	4,5	3,621	21,479	4,932	23,298	3,555	8,387	25,199	21,338	22,957	27,82	30,189	21,918	0,851	21,867	7,452	27,081	3,445	26,17	0,533	20,007	25,184	19,777	25,03	15,398	21,201	20,873	22,314	5,933	22,852	25,291	7,882	3,317	24,654	22,768	23,226	3,083	9,56	27,453	19,134	25,35	29,994	19,782	5,229	23,908	26,506	29,37	23,293	4,478	26,656	13,134	21,272	25,274	12,187	11,393	3,112	0,876	3,402	23,522	27,762	2,079	1,621	6,532	28,079	23,298	29,01	26,924	21,571	23,142	22,625	24,398	30,773	27,972	22,169	22,852	22,852	24,164	-0,0	20,998	24,703	18,021	26,103	4,878	24,455	20,172	24,359	21,013	5,338	25,39	24,445	26,42	21,571	26,628	24,87	9,441	3,649	18,986	8,376	32,16	24,947	4,095	24,889	22,021	24,62	4,949	6,246	24,145	25,783	9,223	24,242	17,097	15,398	23,631	29,076	6,727	1,419	24,677	20,186	6,421	4,527	21,595	18,833	21,069	29,154	30,61	24,979	26,75	20,613	24,221	18,833	1,785	-0,036	8,347	26,924	25,274	3,927	12,919	23,625	26,122	30,292	18,986	21,485	17,395	28,796	21,517	7,674	8,152	23,781	28,156	6,812	11,712	29,022	24,372	23,457	28,572	23,863	26,233	21,568	2,666	25,124	21,774	25,192	24,63	17,911	24,715	24,734	5,019	29,222	22,085	24,614	13,411	28,438	19,833	26,452	21,806	20,897	28,117	28,456	6,798	6,241	9,197	-0,329	0,579	25,0	1,85	23,75	23,496	23,939	20,479	18,787	27,14	4,079	24,247	28,59	18,021	4,658	21,195	2,978	23,79	19,957	3,583	13,411	11,437	1,349	19,549	8,715	25,044	5,902	24,756	23,196	21,635	2,525	4,111	27,398	20,436	5,743	22,027	4,703	28,219	22,334	28,561	7,755	24,241	25,463	23,59	24,252	21,787	5,89	8,361	19,134	0,923	4,001	21,52	30,732	28,342	0,722	15,722	5,437	23,911	0,063	22,323	2,0	5,399	6,081	17,097	30,61	2,462	27,022	4,052	26,573	2,785	4,32	26,36	22,05	6,343	20,92	27,672	4,939	24,427	21,595	0,098	24,172	8,331	24,727	15,722	5,568	21,802	26,475	21,504	22,085	5,462	23,293	5,49	7,422	26,342	22,806	25,944	2,718	24,043	6,503	26,117	22,182	5,121	23,411	6,826	23,157	11,232	22,957	26,557	17,395	0,306	28,118	26,205
0,768	29,513	5,215	9,381	26,656	30,231	7,551	1,667	27,735	17,911	30,974	5,007	4,863	22,323	5,768	23,298	5,507	10,69	26,314	22,805	22,957	29,766	30,189	21,918	0,851	22,504	8,13	28,942	5,103	27,654	0,533	21,568	26,674	23,352	27,61	15,398	21,386	22,852	24,696	8,642	22,852	29,926	8,498	6,306	25,862	23,157	24,043	3,629	9,56	27,453	19,134	26,924	31,621	26,924	6,834	24,734	27,074	29,37	23,293	4,909	26,656	13,368	24,581	25,274	12,392	15,11	7,948	2,231	7,506	26,399	28,689	6,714	3,547	7,856	29,855	26,216	29,01	29,763	21,571	26,277	24,645	24,979	35,407	31,383	22,169	22,852	25,012	26,148	0,624	22,344	30,381	18,021	27,306	7,893	26,155	20,436	29,988	23,988	5,784	27,699	26,816	26,42	21,571	29,488	24,87	11,275	4,96	18,986	8,651	32,16	25,935	6,055	27,42	24,247	30,209	8,751	6,246	26,42	26,233	9,607	27,71	17,097	15,398	23,739	29,978	9,992	1,419	26,78	23,966	9,165	5,429	21,595	18,833	24,62	33,855	30,61	24,979	28,473	22,089	27,753	18,833	6,285	3,161	12,112	30,604	25,274	5,962	13,806	26,836	28,516	30,943	18,986	25,944	17,395	31,383	24,515	8,039	8,152	24,017	28,156	7,98	11,747	29,022	28,156	26,628	28,605	28,552	26,233	21,568	5,377	25,124	25,099	28,118	26,725	17,911	28,044	24,734	8,967	29,472	22,085	25,407	13,411	32,685	23,104	32,06	25,291	25,315	33,25	28,456	9,803	8,053	9,197	0,463	0,579	25,0	1,85	26,378	26,804	24,503	23,298	24,445	27,14	6,286	24,247	32,602	18,021	4,658	21,928	3,287	26,446	21,121	3,583	13,411	12,36	3,186	24,454	8,715	29,154	8,787	28,914	26,17	21,635	2,525	7,792	27,398	25,082	6,394	22,406	7,622	32,16	25,471	29,014	9,767	25,356	27,907	24,473	24,371	25,927	7,906	8,981	19,134	2,976	4,393	24,342	30,732	33,53	1,481	15,722	5,437	24,644	0,063	22,323	5,832	5,399	7,231	17,097	30,61	3,384	29,681	5,335	27,639	4,688	7,274	30,974	22,898	6,343	21,536	27,672	7,257	32,255	21,595	1,475	25,128	9,731	29,652	15,722	7,072	22,169	26,475	23,198	22,085	6,094	23,293	8,393	8,979	28,438	25,0	25,944	7,706	24,043	6,935	30,189	24,58	5,121	24,864	6,826	23,157	14,46	22,957	27,909	17,395	2,267	28,118	31,823
0,718	29,513	11,54	9,381	26,656	30,231	9,402	9,949	31,539	17,911	30,974	5,997	4,863	22,323	5,768	23,298	10,038	11,44	28,26	24,502	22,957	29,766	30,189	21,918	5,339	22,504	10,939	29,898	13,477	27,654	11,694	21,568	27,085	25,307	28,024	15,398	21,386	26,109	24,87	12,169	22,852	29,926	11,409	15,25	26,735	23,157	24,043	9,061	9,56	27,453	19,134	27,407	31,621	28,691	10,473	24,734	29,986	29,37	23,293	4,909	26,656	15,169	25,824	25,274	12,392	15,11	7,948	8,066	10,905	29,73	28,689	9,007	3,547	8,174	29,855	27,153	29,01	31,274	21,571	30,668	30,435	24,979	35,407	33,452	22,169	22,852	29,193	26,75	4,654	22,595	30,381	18,021	27,306	10,298	27,536	22,702	30,732	26,612	5,827	27,699	26,816	26,42	21,571	29,488	24,87	11,275	4,96	18,986	11,141	32,16	25,935	10,804	27,42	24,247	30,906	8,751	6,246	26,42	26,233	11,953	27,71	17,097	15,398	23,739	29,978	13,025	1,419	26,991	24,371	9,165	10,104	21,595	18,833	27,175	33,855	30,61	24,979	28,473	25,184	29,559	18,833	9,947	5,507	13,229	30,604	25,274	10,603	15,224	27,672	28,516	30,943	18,986	25,944	17,395	31,383	24,883	8,73	8,152	27,391	28,156	12,588	11,747	29,022	28,156	29,488	28,605	29,513	26,233	21,568	10,157	25,124	31,689	28,118	27,159	17,911	29,855	24,734	10,023	29,472	22,085	26,384	13,411	32,685	23,104	32,06	28,185	27,252	33,25	28,456	9,803	13,902	9,197	10,597	8,085	25,0	9,638	27,398	28,74	26,934	23,298	25,247	27,14	12,325	24,247	32,602	18,021	4,658	23,772	9,704	26,475	22,604	3,583	13,411	12,36	12,812	25,357	8,715	29,855	14,575	29,366	27,654	21,635	9,25	7,792	27,398	32,438	14,419	22,406	10,756	32,16	27,103	29,014	9,767	26,489	27,907	26,855	24,371	27,14	10,718	13,661	19,134	2,976	10,571	26,677	30,732	33,53	1,481	15,722	5,437	26,492	0,063	22,323	11,457	5,399	7,477	17,097	30,61	3,384	29,681	11,488	27,639	8,055	14,021	30,974	24,123	6,343	24,044	27,672	9,503	35,256	21,595	12,221	28,074	10,563	29,733	15,722	8,885	22,169	26,475	23,198	22,085	8,035	23,293	11,032	13,223	28,528	25,0	25,944	15,119	24,043	7,888	30,189	24,58	5,121	26,201	6,826	23,157	14,46	22,957	29,354	17,395	4,985	28,118	31,823
0,668	29,513	11,54	9,381	26,656	30,231	9,402	9,949	36,73	17,911	30,974	5,997	4,863	22,323	5,768	23,298	10,038	11,44	28,26	25,127	22,957	29,766	30,189	21,918	5,339	27,226	10,939	29,898	13,477	27,654	12,119	21,568	27,085	25,307	29,005	15,398	21,386	28,727	24,87	12,169	22,852	30,322	11,409	15,25	26,735	23,157	24,043	9,061	9,56	27,453	19,134	28,689	32,878	28,691	10,473	24,734	29,986	29,37	23,293	4,909	26,656	15,169	27,42	25,274	12,392	15,11	7,948	8,066	10,905	29,73	28,689	9,007	3,547	8,174	29,855	27,153	29,01	34,685	21,571	31,654	30,435	24,979	35,407	34,846	22,169	22,852	33,478	26,75	4,654	28,854	34,431	18,021	27,306	10,298	27,536	26,951	30,732	28,0	5,827	27,699	26,868	26,42	21,571	29,488	24,87	13,117	4,96	18,986	11,141	32,16	25,935	10,804	27,42	24,247	30,906	8,751	6,246	26,42	26,233	11,953	29,867	17,097	15,398	23,739	33,014	13,368	1,419	27,792	24,371	9,165	10,104	21,595	18,833	27,175	33,855	30,61	24,979	28,473	25,184	30,231	18,833	9,947	5,507	13,229	33,841	25,274	10,727	15,224	27,672	28,516	37,881	18,986	25,944	17,395	31,383	24,883	8,73	8,152	27,391	28,156	12,588	11,747	29,022	28,156	29,488	28,605	29,513	26,233	21,568	10,157	25,124	33,504	28,118	27,159	17,911	29,855	24,734	10,023	29,472	22,085	26,384	13,411	32,685	26,609	32,06	28,185	27,252	33,25	28,456	9,803	13,902	9,197	10,597	8,085	25,0	9,638	27,398	28,74	27,907	23,298	25,247	27,14	12,325	24,247	35,814	18,021	4,658	23,772	9,704	26,475	25,388	3,583	13,411	13,513	12,812	25,581	8,715	29,855	14,575	29,366	27,654	21,635	9,25	7,792	27,398	32,438	14,419	25,341	10,756	32,16	27,103	29,014	9,767	26,489	27,907	26,855	24,371	27,14	10,718	13,661	19,134	2,976	10,571	26,677	30,732	35,005	1,481	15,722	5,437	26,492	0,063	22,323	11,457	5,399	7,477	17,097	30,61	3,384	29,681	11,488	27,639	8,055	14,021	30,974	26,814	6,343	24,044	27,672	9,503	35,256	21,595	12,221	28,074	10,563	37,203	15,722	8,885	22,169	26,475	23,198	22,085	10,041	23,293	11,032	13,223	28,645	25,0	25,944	15,119	24,043	7,888	30,189	24,58	5,121	27,639	6,826	23,157	14,46	22,957	29,354	17,395	4,985	28,118	37,811
0,618	29,513	11,54	9,381	26,656	30,231	9,402	9,949	36,73	17,911	30,974	5,997	4,863	22,323	5,768	23,298	10,038	11,44	29,01	25,127	22,957	29,766	30,189	21,918	5,339	27,226	10,939	29,898	13,477	27,654	12,119	21,568	29,022	27,306	29,213	15,398	21,386	29,321	24,87	12,169	22,852	30,322	11,409	15,25	26,735	23,157	24,043	9,061	9,56	27,453	19,134	28,689	32,878	30,864	10,473	24,734	29,986	29,37	23,293	4,909	26,656	15,169	27,42	25,274	12,392	15,11	7,948	8,066	10,905	29,73	28,689	9,007	3,547	8,174	29,855	27,153	29,01	34,685	21,571	33,25	30,435	24,979	35,407	34,846	22,169	22,852	33,478	28,293	4,654	30,424	34,431	18,021	27,306	10,298	28,605	29,42	30,732	29,316	5,827	27,699	26,868	26,42	21,571	29,488	24,87	13,117	4,96	18,986	11,141	32,16	25,935	10,804	27,42	24,247	30,906	8,751	6,246	26,42	26,233	11,953	29,867	17,097	15,398	23,739	33,014	13,368	1,419	27,792	24,371	9,165	10,104	21,595	18,833	29,172	33,855	30,61	24,979	28,473	27,18	30,231	18,833	9,947	5,507	13,229	33,841	25,274	10,727	15,224	27,672	28,516	37,881	18,986	25,944	17,395	31,383	24,883	8,73	8,152	30,414	28,156	12,588	11,747	29,022	28,156	29,488	28,605	29,513	26,233	21,568	10,157	25,124	35,256	28,118	28,736	17,911	29,855	24,734	10,023	29,472	22,085	26,384	13,411	32,685	27,58	32,06	30,322	27,252	33,25	28,456	9,803	13,902	9,197	10,597	8,085	25,0	9,638	27,398	29,014	27,907	23,298	25,247	27,14	12,325	24,247	35,814	18,021	4,658	23,772	9,704	26,475	27,153	3,583	13,411	13,513	12,812	27,792	8,715	29,855	14,575	29,472	27,654	21,635	9,25	7,792	27,398	32,438	14,419	25,341	10,756	32,16	28,686	29,014	9,767	29,898	27,907	30,055	24,371	27,14	10,718	13,661	19,134	2,976	10,571	26,677	30,732	35,005	1,481	15,722	5,437	26,82	0,063	22,323	11,457	5,399	7,477	17,097	30,61	3,384	29,681	11,488	27,639	8,055	14,021	30,974	26,814	6,343	24,044	27,672	9,503	35,256	21,595	12,221	28,074	10,563	37,203	15,722	8,885	22,169	26,475	23,198	22,085	10,041	23,293	11,032	13,223	29,203	25,0	25,944	15,119	24,043	7,888	30,189	24,58	5,121	27,639	6,826	23,157	14,46	22,957	29,354	17,395	4,985	28,118	37,811
