µ [1/h]	RANDOM_FLEXIBLE_70	RANDOM_WILDTYPE_13	RANDOM_SINGLE_COFACTOR_53	RANDOM_FLEXIBLE_81	RANDOM_WILDTYPE_7	RANDOM_FLEXIBLE_57	RANDOM_SINGLE_COFACTOR_66	RANDOM_FLEXIBLE_58	RANDOM_SINGLE_COFACTOR_21	RANDOM_FLEXIBLE_97	RANDOM_WILDTYPE_88	RANDOM_SINGLE_COFACTOR_84	RANDOM_WILDTYPE_44	RANDOM_SINGLE_COFACTOR_38	RANDOM_SINGLE_COFACTOR_18	RANDOM_FLEXIBLE_46	RANDOM_WILDTYPE_28	RANDOM_WILDTYPE_40	RANDOM_FLEXIBLE_86	RANDOM_SINGLE_COFACTOR_98	RANDOM_WILDTYPE_65	RANDOM_SINGLE_COFACTOR_23	RANDOM_WILDTYPE_75	RANDOM_SINGLE_COFACTOR_50	RANDOM_FLEXIBLE_84	RANDOM_SINGLE_COFACTOR_12	RANDOM_WILDTYPE_3	RANDOM_WILDTYPE_64	RANDOM_SINGLE_COFACTOR_11	RANDOM_WILDTYPE_10	RANDOM_FLEXIBLE_48	RANDOM_FLEXIBLE_35	RANDOM_WILDTYPE_19	RANDOM_FLEXIBLE_49	RANDOM_FLEXIBLE_21	RANDOM_FLEXIBLE_77	RANDOM_WILDTYPE_80	RANDOM_SINGLE_COFACTOR_97	RANDOM_FLEXIBLE_32	RANDOM_WILDTYPE_35	RANDOM_SINGLE_COFACTOR_28	RANDOM_WILDTYPE_45	RANDOM_WILDTYPE_60	SINGLE_COFACTOR	RANDOM_SINGLE_COFACTOR_32	RANDOM_SINGLE_COFACTOR_79	RANDOM_SINGLE_COFACTOR_10	RANDOM_FLEXIBLE_75	RANDOM_SINGLE_COFACTOR_13	RANDOM_SINGLE_COFACTOR_39	RANDOM_FLEXIBLE_79	RANDOM_FLEXIBLE_78	RANDOM_SINGLE_COFACTOR_81	RANDOM_WILDTYPE_87	RANDOM_WILDTYPE_9	RANDOM_WILDTYPE_56	RANDOM_FLEXIBLE_50	RANDOM_WILDTYPE_8	RANDOM_WILDTYPE_53	RANDOM_FLEXIBLE_45	RANDOM_WILDTYPE_91	RANDOM_SINGLE_COFACTOR_51	RANDOM_WILDTYPE_76	RANDOM_FLEXIBLE_1	RANDOM_SINGLE_COFACTOR_60	RANDOM_WILDTYPE_77	RANDOM_WILDTYPE_63	RANDOM_SINGLE_COFACTOR_17	RANDOM_FLEXIBLE_27	RANDOM_WILDTYPE_66	RANDOM_SINGLE_COFACTOR_74	WILDTYPE	RANDOM_WILDTYPE_54	RANDOM_SINGLE_COFACTOR_46	RANDOM_SINGLE_COFACTOR_0	RANDOM_FLEXIBLE_51	RANDOM_FLEXIBLE_7	RANDOM_WILDTYPE_5	RANDOM_SINGLE_COFACTOR_96	RANDOM_WILDTYPE_96	RANDOM_FLEXIBLE_55	RANDOM_WILDTYPE_1	RANDOM_FLEXIBLE_90	RANDOM_FLEXIBLE_13	RANDOM_SINGLE_COFACTOR_48	RANDOM_SINGLE_COFACTOR_75	RANDOM_FLEXIBLE_83	RANDOM_FLEXIBLE_95	RANDOM_WILDTYPE_43	RANDOM_WILDTYPE_59	RANDOM_FLEXIBLE_66	RANDOM_WILDTYPE_68	RANDOM_FLEXIBLE_38	RANDOM_WILDTYPE_38	RANDOM_FLEXIBLE_33	RANDOM_WILDTYPE_50	RANDOM_WILDTYPE_2	RANDOM_FLEXIBLE_39	RANDOM_FLEXIBLE_44	RANDOM_SINGLE_COFACTOR_92	RANDOM_FLEXIBLE_23	RANDOM_FLEXIBLE_28	RANDOM_SINGLE_COFACTOR_77	RANDOM_SINGLE_COFACTOR_8	RANDOM_FLEXIBLE_29	RANDOM_SINGLE_COFACTOR_86	RANDOM_WILDTYPE_21	RANDOM_SINGLE_COFACTOR_95	RANDOM_WILDTYPE_25	RANDOM_SINGLE_COFACTOR_47	RANDOM_WILDTYPE_73	RANDOM_SINGLE_COFACTOR_19	RANDOM_FLEXIBLE_88	RANDOM_SINGLE_COFACTOR_87	RANDOM_SINGLE_COFACTOR_43	RANDOM_SINGLE_COFACTOR_99	RANDOM_SINGLE_COFACTOR_25	RANDOM_WILDTYPE_89	RANDOM_FLEXIBLE_31	RANDOM_SINGLE_COFACTOR_44	RANDOM_FLEXIBLE_12	RANDOM_WILDTYPE_41	RANDOM_SINGLE_COFACTOR_64	RANDOM_WILDTYPE_92	RANDOM_FLEXIBLE_85	RANDOM_WILDTYPE_30	RANDOM_FLEXIBLE_17	RANDOM_WILDTYPE_22	RANDOM_WILDTYPE_52	RANDOM_WILDTYPE_11	RANDOM_FLEXIBLE_2	RANDOM_SINGLE_COFACTOR_67	RANDOM_SINGLE_COFACTOR_9	RANDOM_WILDTYPE_34	RANDOM_SINGLE_COFACTOR_34	RANDOM_FLEXIBLE_60	RANDOM_SINGLE_COFACTOR_93	RANDOM_SINGLE_COFACTOR_85	RANDOM_WILDTYPE_37	RANDOM_WILDTYPE_57	RANDOM_WILDTYPE_48	RANDOM_SINGLE_COFACTOR_16	RANDOM_WILDTYPE_70	RANDOM_FLEXIBLE_67	RANDOM_WILDTYPE_0	RANDOM_SINGLE_COFACTOR_57	RANDOM_WILDTYPE_31	RANDOM_SINGLE_COFACTOR_72	RANDOM_SINGLE_COFACTOR_5	RANDOM_WILDTYPE_32	RANDOM_WILDTYPE_24	RANDOM_WILDTYPE_72	RANDOM_SINGLE_COFACTOR_82	RANDOM_SINGLE_COFACTOR_54	RANDOM_SINGLE_COFACTOR_70	RANDOM_SINGLE_COFACTOR_2	RANDOM_WILDTYPE_95	RANDOM_WILDTYPE_17	RANDOM_FLEXIBLE_4	RANDOM_FLEXIBLE_82	RANDOM_SINGLE_COFACTOR_73	RANDOM_SINGLE_COFACTOR_90	RANDOM_SINGLE_COFACTOR_29	RANDOM_FLEXIBLE_65	RANDOM_FLEXIBLE_34	RANDOM_SINGLE_COFACTOR_80	RANDOM_FLEXIBLE_8	RANDOM_FLEXIBLE_22	RANDOM_FLEXIBLE_42	RANDOM_FLEXIBLE_19	RANDOM_FLEXIBLE_5	RANDOM_FLEXIBLE_10	RANDOM_WILDTYPE_69	RANDOM_WILDTYPE_18	RANDOM_FLEXIBLE_74	RANDOM_WILDTYPE_6	RANDOM_SINGLE_COFACTOR_61	RANDOM_WILDTYPE_27	RANDOM_FLEXIBLE_30	RANDOM_SINGLE_COFACTOR_58	RANDOM_FLEXIBLE_20	RANDOM_SINGLE_COFACTOR_63	RANDOM_FLEXIBLE_11	RANDOM_FLEXIBLE_72	RANDOM_WILDTYPE_39	RANDOM_FLEXIBLE_61	RANDOM_FLEXIBLE_24	RANDOM_SINGLE_COFACTOR_71	RANDOM_SINGLE_COFACTOR_20	RANDOM_FLEXIBLE_52	RANDOM_FLEXIBLE_98	FLEXIBLE	RANDOM_WILDTYPE_20	RANDOM_FLEXIBLE_93	RANDOM_SINGLE_COFACTOR_55	RANDOM_FLEXIBLE_16	RANDOM_WILDTYPE_85	RANDOM_FLEXIBLE_14	RANDOM_WILDTYPE_12	RANDOM_WILDTYPE_46	RANDOM_SINGLE_COFACTOR_49	RANDOM_FLEXIBLE_37	RANDOM_SINGLE_COFACTOR_62	RANDOM_SINGLE_COFACTOR_3	RANDOM_SINGLE_COFACTOR_52	RANDOM_WILDTYPE_82	RANDOM_WILDTYPE_47	RANDOM_WILDTYPE_58	RANDOM_FLEXIBLE_53	RANDOM_FLEXIBLE_80	RANDOM_SINGLE_COFACTOR_89	RANDOM_FLEXIBLE_59	RANDOM_SINGLE_COFACTOR_69	RANDOM_SINGLE_COFACTOR_36	RANDOM_SINGLE_COFACTOR_24	RANDOM_SINGLE_COFACTOR_59	RANDOM_SINGLE_COFACTOR_31	RANDOM_WILDTYPE_97	RANDOM_FLEXIBLE_6	RANDOM_SINGLE_COFACTOR_88	RANDOM_WILDTYPE_90	RANDOM_WILDTYPE_42	RANDOM_SINGLE_COFACTOR_4	RANDOM_SINGLE_COFACTOR_22	RANDOM_WILDTYPE_84	RANDOM_FLEXIBLE_54	RANDOM_FLEXIBLE_76	RANDOM_FLEXIBLE_68	RANDOM_SINGLE_COFACTOR_65	RANDOM_WILDTYPE_33	RANDOM_SINGLE_COFACTOR_27	RANDOM_FLEXIBLE_47	RANDOM_SINGLE_COFACTOR_94	RANDOM_FLEXIBLE_25	RANDOM_SINGLE_COFACTOR_40	RANDOM_SINGLE_COFACTOR_26	RANDOM_WILDTYPE_4	RANDOM_WILDTYPE_49	RANDOM_SINGLE_COFACTOR_56	RANDOM_SINGLE_COFACTOR_42	RANDOM_WILDTYPE_79	RANDOM_WILDTYPE_74	RANDOM_SINGLE_COFACTOR_15	RANDOM_WILDTYPE_23	RANDOM_FLEXIBLE_96	RANDOM_SINGLE_COFACTOR_41	RANDOM_WILDTYPE_55	RANDOM_FLEXIBLE_63	RANDOM_FLEXIBLE_0	RANDOM_WILDTYPE_83	RANDOM_WILDTYPE_16	RANDOM_FLEXIBLE_64	RANDOM_WILDTYPE_36	RANDOM_FLEXIBLE_69	RANDOM_FLEXIBLE_15	RANDOM_WILDTYPE_81	RANDOM_FLEXIBLE_92	RANDOM_SINGLE_COFACTOR_35	RANDOM_WILDTYPE_14	RANDOM_FLEXIBLE_40	RANDOM_FLEXIBLE_89	RANDOM_WILDTYPE_15	RANDOM_SINGLE_COFACTOR_7	RANDOM_WILDTYPE_86	RANDOM_FLEXIBLE_26	RANDOM_SINGLE_COFACTOR_68	RANDOM_FLEXIBLE_91	RANDOM_FLEXIBLE_43	RANDOM_WILDTYPE_67	RANDOM_FLEXIBLE_3	RANDOM_FLEXIBLE_62	RANDOM_FLEXIBLE_71	RANDOM_WILDTYPE_93	RANDOM_WILDTYPE_71	RANDOM_WILDTYPE_61	RANDOM_FLEXIBLE_36	RANDOM_SINGLE_COFACTOR_45	RANDOM_SINGLE_COFACTOR_6	RANDOM_WILDTYPE_26	RANDOM_FLEXIBLE_18	RANDOM_SINGLE_COFACTOR_1	RANDOM_SINGLE_COFACTOR_83	RANDOM_SINGLE_COFACTOR_33	RANDOM_WILDTYPE_62	RANDOM_SINGLE_COFACTOR_37	RANDOM_WILDTYPE_78	RANDOM_SINGLE_COFACTOR_91	RANDOM_FLEXIBLE_87	RANDOM_WILDTYPE_29	RANDOM_FLEXIBLE_56	RANDOM_FLEXIBLE_9	RANDOM_SINGLE_COFACTOR_30	RANDOM_WILDTYPE_99	RANDOM_FLEXIBLE_94	RANDOM_FLEXIBLE_99	RANDOM_WILDTYPE_98	RANDOM_FLEXIBLE_41	RANDOM_SINGLE_COFACTOR_14	RANDOM_SINGLE_COFACTOR_78	RANDOM_FLEXIBLE_73	RANDOM_WILDTYPE_51	RANDOM_SINGLE_COFACTOR_76	RANDOM_WILDTYPE_94
0,868	3,985	3,183	0,616	6,224	6,319	1,601	-1,115	8,07	0,1	5,285	5,094	0,171	5,696	-1,416	-1,956	6,67	4,629	6,319	4,156	0,457	1,964	-0,079	3,829	-0,152	7,327	-3,424	5,431	3,195	1,016	4,278	-6,224	4,956	4,669	5,256	6,346	6,817	4,77	-0,382	8,413	4,314	-0,362	4,878	5,511	0,139	-1,365	-3,064	-2,975	6,733	0,184	0,016	-0,82	-4,657	-1,723	5,105	5,338	3,136	6,098	4,196	3,638	5,943	3,802	-0,778	4,456	6,412	-1,944	5,271	4,099	0,029	7,632	5,922	-4,247	6,223	4,483	-0,504	-1,621	0,766	7,642	1,36	-1,128	3,006	5,644	4,909	7,197	3,183	-6,224	-2,069	0,939	0,797	5,506	6,716	6,936	2,717	5,969	5,532	4,739	4,288	3,915	4,469	7,289	-2,021	6,212	7,876	-1,587	0,828	5,087	-2,74	5,458	-1,845	3,348	-0,375	3,831	-2,511	5,094	-2,224	-0,417	0,86	-5,699	3,67	1,397	-1,403	1,248	4,542	-1,142	4,375	0,551	2,117	6,897	6,09	3,445	5,959	6,943	-0,988	-2,335	6,303	-0,221	6,653	0,827	-2,468	5,425	1,601	-6,224	2,306	3,985	3,042	3,959	-1,582	1,397	-0,121	-2,705	5,426	5,767	5,315	1,23	0,059	-0,17	-0,505	0,797	5,484	-0,036	7,211	-1,251	-1,799	-1,232	5,35	7,096	0,36	4,196	6,339	7,839	7,167	1,36	6,278	3,46	4,773	-4,247	4,395	-0,1	6,191	5,057	0,714	8,275	-0,539	6,58	6,19	4,469	5,615	7,073	-1,296	0,691	6,277	5,827	7,83	6,792	7,091	-1,784	6,864	0,551	2,121	1,248	6,67	2,319	6,394	-0,267	0,318	-2,587	5,514	5,673	5,676	3,638	4,77	-1,634	7,151	-1,511	-1,411	-0,371	-0,259	-1,558	5,285	7,367	0,718	5,236	5,241	-2,191	0,047	5,276	5,088	6,665	6,446	-3,236	4,739	-0,845	7,805	-1,207	6,745	-3,37	-1,474	-0,036	5,256	-2,197	-2,344	-0,82	-4,247	-1,22	3,232	3,006	-0,892	4,008	4,099	7,084	0,939	6,485	3,195	5,178	3,802	5,334	5,326	4,693	-0,653	2,121	6,554	5,453	3,526	-0,41	3,499	2,567	-3,422	4,342	5,506	3,042	6,968	5,836	5,449	7,091	5,449	5,615	6,235	-0,805	-2,909	2,454	4,773	-2,715	-2,5	-0,626	5,167	-1,564	-4,657	-0,116	6,455	4,364	5,631	6,903	-4,582	3,933	5,927	4,828	5,12	5,09	-0,049	-4,657	4,959	0,766	-1,75	4,187
0,818	3,985	3,183	2,293	8,322	7,642	3,73	3,079	8,299	1,912	5,285	5,094	3,048	7,289	1,231	1,335	7,213	7,545	6,554	6,918	1,832	5,35	1,552	6,733	2,316	7,327	-0,539	7,184	4,731	3,471	6,627	5,818	7,388	7,274	5,256	6,346	6,817	4,77	1,368	9,346	7,388	1,889	6,901	6,653	2,09	2,082	3,394	0,914	6,733	0,184	2,202	5,512	5,355	0,701	7,65	6,903	6,394	6,098	9,0	3,638	6,901	4,342	1,006	7,946	6,412	2,0	6,817	4,099	1,713	9,201	6,936	2,86	7,966	7,585	2,373	0,518	7,51	7,642	7,729	0,536	3,006	7,753	6,412	7,197	3,183	1,47	1,839	5,959	6,68	5,506	7,151	6,936	6,936	5,969	5,969	4,739	6,098	6,943	4,469	7,289	0,261	7,598	8,775	2,096	4,662	5,485	0,651	6,346	1,677	7,183	2,6	4,959	1,259	5,094	1,747	1,14	4,638	-1,309	7,163	8,392	1,228	5,661	6,218	0,922	4,693	4,911	5,057	6,897	7,564	7,088	8,178	6,943	0,681	-0,508	7,61	3,072	6,653	2,449	1,244	6,394	3,73	5,818	4,354	3,985	3,042	6,709	1,476	6,145	3,449	2,345	8,737	7,073	7,221	5,373	3,079	1,595	1,806	6,68	6,897	6,114	7,296	0,757	0,734	1,863	5,35	7,61	3,328	9,0	7,564	7,839	7,274	7,729	6,627	7,948	6,261	6,447	6,585	1,418	9,201	5,057	3,112	8,836	2,211	8,178	7,221	4,469	5,615	7,073	0,927	4,621	8,949	7,791	7,966	7,834	7,091	3,841	8,126	4,911	7,316	5,464	7,213	3,55	6,394	2,493	1,494	1,345	7,296	7,805	8,07	3,638	4,77	0,32	7,151	4,458	0,615	2,182	1,255	1,052	5,285	7,781	3,178	7,197	7,839	2,401	3,14	7,327	7,585	7,946	7,274	-1,792	4,739	1,906	7,805	2,381	7,183	-0,424	3,337	6,114	5,256	-0,234	2,795	5,512	6,447	-0,418	6,212	3,006	2,846	7,753	4,099	7,441	5,959	8,126	4,731	6,235	8,932	5,334	8,322	4,693	0,523	7,316	6,554	7,163	5,334	1,12	6,918	8,38	-0,568	4,342	5,506	3,042	7,184	8,5	5,758	7,091	5,758	5,615	6,235	2,493	0,047	8,38	6,261	1,268	1,809	0,889	8,37	0,311	5,355	3,302	7,65	5,485	8,031	6,903	-2,855	8,442	7,273	8,442	7,197	6,218	3,475	2,806	4,959	7,045	3,381	7,273
0,768	3,985	3,183	2,293	8,322	7,642	5,7	3,217	8,299	2,679	5,285	5,094	4,129	7,289	2,211	3,372	7,213	8,005	6,554	6,918	1,971	5,35	1,814	6,733	2,748	8,128	0,564	7,184	4,731	3,471	6,627	7,809	7,388	7,274	5,256	6,346	6,817	4,77	1,368	9,823	7,388	2,572	6,901	6,653	3,417	2,578	4,741	2,81	6,733	0,184	2,202	7,062	5,355	1,579	7,65	6,903	6,515	6,098	9,021	3,638	6,901	4,342	1,692	7,946	6,412	2,667	6,817	4,099	1,934	9,201	6,936	3,243	7,966	7,585	3,68	0,518	7,51	7,642	7,729	0,536	3,006	7,753	6,412	9,513	3,183	2,791	1,96	5,959	6,68	5,506	7,151	6,936	7,274	5,969	5,969	4,739	6,098	6,943	4,469	7,289	1,154	7,631	8,775	4,039	4,662	5,485	1,438	6,346	1,977	7,183	2,6	4,959	1,259	5,094	2,911	1,14	5,888	-1,309	7,163	8,484	2,565	7,659	6,218	0,922	4,693	4,911	5,057	6,897	8,29	7,401	8,178	6,943	0,681	-0,508	7,684	3,11	6,653	3,62	2,056	6,394	5,7	7,809	4,413	3,985	3,042	7,265	2,353	7,049	3,976	2,345	9,418	7,073	7,221	5,617	3,162	1,595	2,239	6,68	6,897	6,735	7,296	0,757	1,11	3,436	5,35	7,684	4,498	9,021	8,29	8,004	7,274	7,729	6,627	8,959	6,261	7,354	6,585	1,418	9,201	5,057	3,73	9,13	2,211	8,178	7,221	4,469	5,615	7,073	2,731	5,021	9,466	11,254	7,966	7,834	7,091	6,242	8,126	4,911	7,316	6,726	7,213	3,55	6,394	2,992	1,69	1,559	7,296	7,805	8,299	3,638	4,77	1,17	7,151	5,041	0,615	2,478	2,685	1,309	5,285	7,781	4,617	9,475	8,004	3,717	4,883	8,067	7,585	7,946	7,274	-1,792	4,739	2,247	7,805	2,458	7,183	-0,424	3,728	6,735	5,256	2,053	3,254	7,062	7,354	-0,279	7,598	3,006	3,287	7,753	4,099	7,441	5,959	8,126	4,731	6,235	9,538	5,334	8,322	4,693	1,035	7,316	6,554	7,163	5,334	1,434	6,918	8,914	0,447	4,342	5,506	3,042	7,184	8,5	5,758	7,091	5,758	5,615	6,235	3,676	0,047	8,914	6,261	1,47	2,182	0,889	8,5	1,294	5,355	3,318	7,65	5,485	8,162	6,903	-2,855	8,442	7,273	8,442	8,874	6,218	3,769	3,932	4,959	7,51	3,982	7,273
0,718	3,985	3,183	2,293	8,581	7,642	5,818	3,217	8,299	3,494	5,285	5,094	4,129	7,289	2,297	3,5	7,213	8,01	6,554	8,351	6,698	5,35	3,938	6,733	2,748	8,921	1,115	7,184	4,731	3,842	6,627	8,38	7,388	7,274	5,256	6,346	6,817	4,77	1,368	10,137	7,388	2,572	6,901	6,653	3,744	2,578	5,747	2,899	6,733	0,184	2,202	7,26	5,355	2,492	7,65	6,903	6,515	6,098	9,021	3,638	6,901	4,342	4,405	8,026	6,412	2,716	6,817	4,099	2,794	9,201	6,936	5,061	7,966	8,611	3,904	3,328	7,51	7,642	7,75	0,536	3,006	7,753	6,412	9,803	3,183	5,04	4,722	9,045	6,68	5,506	7,151	6,936	7,274	5,969	5,969	4,739	6,098	6,943	4,469	7,289	2,151	7,631	8,775	4,039	5,676	5,485	3,332	6,346	1,977	7,183	2,6	4,959	2,941	5,094	3,197	1,14	6,471	-1,309	7,163	8,484	3,35	7,659	6,218	0,922	4,693	4,911	5,057	6,897	8,29	7,401	8,178	6,943	0,681	-0,508	7,684	3,11	6,653	4,416	2,303	6,394	5,818	8,38	5,202	3,985	3,042	7,441	3,478	7,049	3,976	6,035	9,418	7,073	7,221	5,617	4,044	1,595	2,239	6,68	6,897	7,167	7,296	1,549	1,11	3,436	5,35	7,684	4,498	9,021	8,29	8,779	7,274	7,75	6,627	9,538	6,261	7,354	6,585	1,418	9,201	5,057	3,73	9,13	2,211	8,178	7,221	4,469	5,615	7,073	2,731	5,021	9,466	11,385	7,966	7,834	7,091	6,242	8,126	4,911	7,316	7,354	7,213	3,55	6,394	3,771	5,043	2,173	7,296	7,805	8,299	3,638	4,77	2,569	7,151	5,041	0,615	2,761	3,001	1,888	5,285	7,781	4,879	9,497	8,048	3,717	5,095	8,456	8,611	8,026	7,274	-1,792	4,739	3,147	7,805	2,458	7,183	1,3	4,924	7,167	5,256	2,79	3,452	7,26	7,354	0,662	7,631	3,006	5,035	7,753	4,099	7,441	9,045	8,126	4,731	6,235	9,538	5,334	8,456	4,693	2,751	7,316	6,554	7,163	5,334	1,846	7,899	9,263	3,416	4,342	5,506	3,042	7,184	8,5	5,758	7,091	5,758	5,615	6,235	5,494	2,27	8,914	6,261	1,47	6,189	4,64	8,5	1,294	5,355	3,318	7,65	5,485	8,162	6,903	1,457	8,849	7,273	8,849	10,624	6,218	5,555	4,634	4,959	7,51	5,515	7,273
0,668	3,985	3,183	2,293	8,581	7,642	5,818	3,217	8,299	3,494	5,285	5,094	4,129	7,289	2,297	3,5	7,213	8,01	6,554	8,351	6,698	5,35	3,938	6,733	2,748	8,921	1,115	7,184	4,731	3,842	6,627	8,38	7,388	7,274	5,256	6,346	6,817	4,77	1,368	10,137	7,388	2,572	6,901	6,653	3,744	2,578	6,274	2,899	6,733	0,184	2,202	7,26	5,355	2,492	7,65	6,903	6,515	6,098	9,021	3,638	6,901	4,342	4,405	8,026	6,412	2,716	6,817	4,099	2,794	9,201	6,936	5,061	7,966	8,611	4,195	3,328	7,51	7,642	7,75	0,536	3,006	7,753	6,412	9,803	3,183	5,04	4,722	9,045	6,68	5,506	7,151	6,936	7,274	5,969	5,969	4,739	6,098	6,943	4,469	7,289	2,151	7,631	8,775	4,039	5,676	5,485	3,332	6,346	1,977	7,183	2,6	4,959	2,941	5,094	3,197	1,14	6,471	-1,309	7,163	8,484	3,35	7,659	6,218	0,922	4,693	4,911	5,057	6,897	8,29	7,401	8,178	6,943	0,681	-0,508	7,684	3,11	6,653	4,416	2,705	6,394	5,818	8,38	5,202	3,985	3,042	7,441	3,478	7,049	3,976	6,035	9,418	7,073	7,221	5,617	4,524	1,595	2,239	6,68	6,897	7,167	7,296	1,549	1,11	3,436	5,35	7,684	4,498	9,021	8,29	8,779	7,274	7,75	6,627	9,538	6,261	7,354	6,585	1,418	9,201	5,057	3,73	9,13	2,211	8,178	7,221	4,469	5,615	7,073	2,731	5,021	9,466	11,385	7,966	7,834	7,091	6,242	8,126	4,911	7,316	7,659	7,213	3,55	6,394	3,771	5,043	2,173	7,296	7,805	8,299	3,638	4,77	2,569	7,151	5,041	0,615	2,761	3,001	1,888	5,285	7,781	4,879	9,497	8,779	3,717	5,287	8,456	8,611	8,026	7,274	-1,792	4,739	3,147	7,805	2,458	7,183	1,3	5,035	7,167	5,256	2,79	3,452	7,26	7,354	0,662	7,631	3,006	5,035	7,753	4,099	7,441	9,045	8,126	4,731	6,235	9,538	5,334	8,581	4,693	2,751	7,316	6,554	7,163	5,334	1,846	8,351	9,431	3,416	4,342	5,506	3,042	7,184	8,5	5,758	7,091	5,758	5,615	6,235	6,234	2,27	9,431	6,261	1,47	6,189	4,64	8,5	1,294	5,355	3,318	7,65	5,485	8,162	6,903	1,457	8,849	7,273	8,849	10,743	6,218	6,246	4,634	4,959	7,51	6,481	7,273
0,618	3,985	3,183	2,293	8,581	7,642	5,818	3,217	8,299	3,494	5,285	5,094	4,129	7,289	2,297	3,5	7,213	8,01	6,554	8,351	6,698	5,35	3,938	6,733	2,748	8,921	1,115	7,184	4,731	3,842	6,627	8,38	7,388	7,274	5,256	6,346	6,817	4,77	1,368	10,137	7,388	2,572	6,901	6,653	3,744	2,578	6,274	2,899	6,733	0,184	2,202	7,26	5,355	2,492	7,65	6,903	6,515	6,098	9,021	3,638	6,901	4,342	4,405	8,026	6,412	2,716	6,817	4,099	2,794	9,201	6,936	5,061	7,966	8,611	4,195	3,328	7,51	7,642	7,75	0,536	3,006	7,753	6,412	9,803	3,183	5,04	4,722	9,045	6,68	5,506	7,151	6,936	7,274	5,969	5,969	4,739	6,098	6,943	4,469	7,289	2,151	7,631	8,775	4,039	5,676	5,485	3,332	6,346	1,977	7,183	2,6	4,959	2,941	5,094	3,197	1,14	6,471	-1,309	7,163	8,484	3,35	7,659	6,218	0,922	4,693	4,911	5,057	6,897	8,29	7,401	8,178	6,943	0,681	-0,508	7,684	3,11	6,653	4,416	2,705	6,394	5,818	8,38	5,202	3,985	3,042	7,441	3,478	7,049	3,976	6,035	9,418	7,073	7,221	5,617	4,524	1,595	2,239	6,68	6,897	7,167	7,296	1,549	1,11	3,436	5,35	7,684	4,498	9,021	8,29	8,779	7,274	7,75	6,627	9,538	6,261	7,354	6,585	1,418	9,201	5,057	3,73	9,13	2,211	8,178	7,221	4,469	5,615	7,073	2,731	5,021	9,466	11,385	7,966	7,834	7,091	6,242	8,126	4,911	7,316	7,659	7,213	3,55	6,394	3,771	5,043	2,173	7,296	7,805	8,299	3,638	4,77	2,569	7,151	5,041	0,615	2,761	3,001	1,888	5,285	7,781	4,879	9,497	8,779	3,717	5,287	8,456	8,611	8,026	7,274	-1,792	4,739	3,147	7,805	2,458	7,183	1,3	5,035	7,167	5,256	2,79	3,452	7,26	7,354	0,662	7,631	3,006	5,035	7,753	4,099	7,441	9,045	8,126	4,731	6,235	9,538	5,334	8,581	4,693	2,751	7,316	6,554	7,163	5,334	1,846	8,351	9,431	3,416	4,342	5,506	3,042	7,184	8,5	5,758	7,091	5,758	5,615	6,235	6,234	2,27	9,431	6,261	1,47	6,189	4,64	8,5	1,294	5,355	3,318	7,65	5,485	8,162	6,903	1,457	8,849	7,273	8,849	10,743	6,218	6,246	4,634	4,959	7,51	6,481	7,273
